mid,uid,title,content,music_title,music_artist,date
261,62,"열등감. 싫다. 벗어나고싶다. 그러나"," "," "," ","2016-02-18 02:19:48"
262,63,‥," "," "," ","2016-02-18 10:36:54"
263,40,"서채빈... 잘생긴 녀석... 후훗"," ",인종,<unknown>,"2016-02-21 18:52:15"
264,13,ㅇㅅㅇ," ","[GMP] 2015-01-01 (목)",<unknown>,"2016-02-21 20:03:29"
265,13,ㅇㅅㅇ," ","[GMP] 2015-01-01 (목)",<unknown>,"2016-02-21 20:03:30"
266,13,ㅇㅅㅇ," ","[GMP] 2015-01-01 (목)",<unknown>,"2016-02-21 20:03:33"
267,13,ㅇㅅㅇ," ","[GMP] 2015-01-01 (목)",<unknown>,"2016-02-21 20:03:35"
268,64,"공부할수있는 것에 감사하자!!"," ","Hangouts Message",<unknown>,"2016-02-24 02:59:19"
269,65,"오늘도 화이팅!♥"," "," "," ","2016-02-29 12:31:58"
270,65,"사랑해,영원히"," "," "," ","2016-02-29 12:32:21"
273,17,"오류가 많다","오류수정을 조금 더 해야될 듯 싶네요"," "," ","2016-03-10 15:02:11"
274,67,"오늘은 무엇이 두려웠니?"," "," "," ","2016-03-11 14:53:24"
275,67,"난 할 수 있어?"," "," "," ","2016-03-11 23:30:23"
276,67,"오늘은 어제보다 좀 더 나은 하루같아"," "," "," ","2016-03-12 10:51:24"
277,67,"위로라는 건 참 좋은 것 같아"," ","Dream (Club Live Ver.)","수지, 백현 (BAEKHYUN)","2016-03-12 13:36:18"
278,67,"계획한 대로만 끝내자"," "," "," ","2016-03-13 13:23:20"
279,67,"계획한 일 중 시작만 했을 뿐이지"," "," "," ","2016-03-15 02:42:06"
280,67,"당황스럽다. 어떻게 해야 할까?"," "," "," ","2016-03-15 14:26:54"
281,17,일기장," "," "," ","2016-03-18 16:33:10"
282,62,엄마보고싶다.돌아서는데눈물.," "," "," ","2016-03-26 16:55:15"
283,62,엄마보고싶다.돌아서는데눈물.," "," "," ","2016-03-26 16:55:17"
284,62,엄마보고싶다.돌아서는데눈물.," "," "," ","2016-03-26 16:55:17"
285,62,엄마보고싶다.돌아서는데눈물.," "," "," ","2016-03-26 16:55:17"
286,70,"음.. 어떠려나"," "," "," ","2016-03-27 18:19:05"
287,18,"should know to  give","Always remember. "," "," ","2016-03-27 20:19:24"
288,71,하하핫," "," "," ","2016-03-28 12:17:47"
289,71,하하," ","Hangouts Call",<unknown>,"2016-03-28 12:18:25"
291,17,이진,ㅅㄱㄷㄱㄴㄱ,radio,<unknown>,"2016-04-11 23:35:18"
293,74,"never better."," ","손잡고 걷자",FarLaw,"2016-04-13 01:38:50"
294,74,"보고싶은 너에게.","무어라 설명할 수 있을까.
내가 어떻게 감히 널 온전히 이해할 수 있다고 말할 수 있을까.
그렇지만, 내가 죽도록 노력하고 있음을.
내가 네 삶에 평화로이 스며들 그 날만을 손꼽아 기다리고 있음을.
다 잊어도 좋으니, 내가 널 무척이나 애정함을 알아주길.
허공에 지를 수 밖에 없는
듣는이에겐 차마 닿을수도 없는
겁쟁이라 이제서야 하는 이 말이
한 자, 두 자, 적어가는 내 심정을 미처 말을 다 할 수 없어
그냥 보고싶다
보고싶어","You Are My Everything",거미,"2016-04-14 00:59:32"
295,13,"세상에나 마상에나"," ","Let It Be","The Beatles","2016-04-14 03:16:51"
296,75,"재호 술 그만먹고 살빼자"," "," "," ","2016-04-28 16:58:46"
297,75,"장학금 받자"," ","Dirty Mind (Feat. Sam Martin)","Flo Rida","2016-04-28 16:59:49"
298,17,"오늘의 나에걱 한마디 적어봅니다!!",안녕!!,"힘 내! (Way To Go)",소녀시대,"2016-04-28 19:26:31"
299,76,"오늘 하루도 무사히 보내게 해주셔서 ","오늘 하루 아침 쑥쌀빵 딸기쨈
점심 겨란찜 닭볶음탕 
간식 현미씨리얼 두유
저녁 카레겨란두부비트 닭가슴살
밤식빵 두모금 밤빵 식초^^
"," "," ","2016-04-28 21:21:19"
300,76,"네 꿈을 펼쳐라!","내가 진정 즐기면서 행복하게 할수있는 일을 해주세요! 무엇이 있을까요? 어떤일을 해야될까요?
식당일을 해볼까요? 음식을 만들때 나는 즐거울까요? 그 음식을 맛있게 먹어주는 사람들을 보면 행복감을 느낄까요? 매일같이 고된일을 나는 해낼수 있을까요? 자유롭게 왔다갔다 하며 40대중반에 은퇴할수 있을까요? 결혼은 34에 할꺼에요! 올해 32이죠!? 오전 11시부터 오후 10시까지 열심히열심히 일할수 있어요!
한번 달려볼까요?ㅎ","고백 - 뜨거운감자","뜨거운 감자","2016-04-29 11:37:41"
301,76,"잘하고있다 성민아^^"," "," "," ","2016-05-02 22:02:07"
303,18,"beer beer beer","뱃살 찌겠다"," "," ","2016-05-08 18:50:23"
305,17,"벅스 짱","공채면접 보고 왔어요",내게남은사랑을다줄께,왁스,"2016-05-10 13:18:17"
306,17,"날짜에서 오류가 너무 많다","오늘도 열심히 공부하고
또 공부해야지 으흠으흠","이홍기 - JUMP",<unknown>,"2016-05-11 10:35:03"
307,13,ㅇ," "," "," ","2016-05-26 20:27:55"
308,13,거나나," "," "," ","2016-05-31 13:51:25"
309,80,테스트," "," "," ","2016-06-01 15:17:11"
320,13,ㄱㄷㄱㄷㅂ," "," "," ","2016-06-18 20:26:25"
321,84,"역사의 시작"," "," "," ","2016-06-24 00:48:01"
322,84,"역사의 시작"," "," "," ","2016-06-24 00:48:01"
323,84,"오늘 한문숙제를 끝낸다"," "," "," ","2016-06-24 00:48:52"
324,13,밥을먹다," "," "," ","2016-06-29 18:01:31"
327,13,d,NULL,NULL,NULL,"2016-07-02 22:40:06"
328,85,ㅁㅁ," "," "," ","2016-07-02 22:47:46"
329,85,ㄹㄹㄹ," ","사랑에 빠지고 싶다",정승환,"2016-07-02 22:48:21"
330,84,"금딸 1일"," "," "," ","2016-07-06 01:04:43"
